03574.050.000.23.01;LIRIO OR. BRANCO 50.23 FLS              
03574.060.000.01.01;LIRIO OR. BRANCO  60.01 FL              
03574.070.000.23.01;LIRIO OR. BRANCO 70.23 FLS              
03574.080.000.23.01;LIRIO ORIENTAL BRANCO 80 2/3 FLS        
02377.060.000.23.01;LIRIO ASIATICO BRANCO 60.23 FLS         
00490.014.001.99.00;AMARYLLIS BRANCO                        
00490.014.001.02.00;AMARYLLIS BRANCO                        
06285.014.000.00.00;CURCUMA SIAM SPLASH P14                 
06285.012.000.00.00;CURCUMA SIAM SPLASH P12                 
06835.070.000.02.07;LIRIO ORIENTAL METROPOLITAN 070-02      
06835.090.000.34.07;LIRIO ORIENTAL METROPOLITAN 090 CM      
06835.080.000.34.07;LIRIO ORIENTAL METROPOLITAN 080 CM      
06835.070.000.34.07;LIRIO ORIENTAL METROPOLITAN 070 CM      
06835.060.000.34.07;LIRIO ORIENTAL METROPOLITAN 060 CM      
06835.090.000.23.07;LIRIO ORIENTAL METROPOLITAN 090 CM      
06835.080.000.23.07;LIRIO ORIENTAL METROPOLITAN 080 CM      
06835.070.000.23.07;LIRIO ORIENTAL METROPOLITAN 070-23      
 0683.506.000.02.30;LIRIO ORIENTAL METROPOLITAN 060-23      
06835.090.000.02.07;LIRIO ORIENTAL METROPOLITAN 090 CM      
06835.080.000.02.07;LIRIO ORIENTAL METROPOLITAN 080 CM      
06835.060.000.02.07;LIRIO ORIENTAL METROPOLITAN 060 CM      
06835.090.000.01.07;LIRIO ORIENTAL METROPOLITAN 090 CM      
06835.080.000.01.07;LIRIO ORIENTAL METROPOLITAN 080 CM      
06835.070.000.01.07;LIRIO ORIENTAL METROPOLITAN 060 CM      
01613.012.000.99.52;PHAL P12 2 HT                           
05140.015.000.99.99;PHALAENOPSIS CASCATA P15                
03575.080.000.23.02;LIRIO ORIENT AMARELO 080 CM HASTES 2/3  
06458.090.000.34.10;LIRIO STRATOSPHERE 090 CM HT 3/4 FL     
06458.090.000.24.10;LIRIO STRATOSPHERE 090 CM HT 2/4 FL     
06458.080.000.34.10;LIRIO STRATOSPHERE 080 CM HT 3/4 FL     
06458.080.000.24.10;LIRIO STRATOSPHERE 080 CM HT 2/4 FL     
06458.070.000.34.10;LIRIO STRATOSPHERE 070 CM HT 3/4 FL     
06458.070.000.24.10;LIRIO STRATOSPHERE 070 CM HT 2/4 FL     
06458.060.000.34.10;LIRIO STRATOSPHERE 060 CM HT 3/4 FL     
06458.060.000.24.10;LIRIO STRATOSPHERE 060 CM HT 2/4 FL     
06458.050.000.34.10;LIRIO STRATOSPHERE 050 CM HT 3/4 FL     
06458.050.000.24.10;LIRIO STRATOSPHERE 050 CM HT 2/4 FL     
03576.080.000.23.07;LIRIO ORIENT ROSA 080 CM HA 2/3 FLS     
03576.080.000.02.07;LIRIO ORIENT ROSA 080 CM HA MIN 2 F     
03576.070.000.23.07;LIRIO ORIENT ROSA 070 CM HA 2/3 FLS     
03576.070.000.02.07;LIRIO ORIENT ROSA 070 CM HA MIN 2 F     
03576.070.000.01.07;LIRIO ORIENT ROSA 070 CM HA MIN 1 F     
03576.060.000.23.07;LIRIO ORIENT ROSA 060 CM HA 2/3 FLS     
03576.060.000.02.07;LIRIO ORIENT ROSA 060 CM HA MIN 2 F     
03576.060.000.01.07;LIRIO ORIENT ROSA 060 CM HA MIN 1 F     
03576.050.000.23.07;LIRIO ORIENT ROSA 050 CM HA 2/3 FLS     
03576.050.000.02.07;LIRIO ORIENT ROSA 050 CM HA MIN 2 F     
35760.500.000.10.7 ;LIRIO ORIENTAL                          
03576.050.000.01.07;LIRIO ORIENT ROSA 050 CM HA MIN 1 F     
03575.070.000.23.02;LIRIO ORIENT AMARELO 070 CM HA 2/3      
02380.080.000.23.04;LIRIO ASIT VERMELHO 080 CM HA 2/3 F     
02380.080.000.02.04;LIRIO ASIT VERMELHO 080 CM HA MIN 2     
02380.070.000.23.04;LIRIO ASIT VERMELHO 070 CM HA 2/3 F     
02380.070.000.02.04;LIRIO ASIT VERMELHO 070 CM HA MIN 2     
02380.070.000.01.04;LIRIO ASIT VERMELHO 070 CM HA MIN 1     
02380.060.000.23.04;LIRIO ASIT VERMELHO 060 CM HA 2/3 F     
02380.060.000.01.04;LIRIO ASIT VERMELHO 060 CM HA MIN 1     
23790.800.002.30.7 ;LIRIO ASIATICO                          
02379.080.000.23.07;LIRIO ASIT ROSA 080 CM HA 2/3 FLS       
02379.070.000.23.07;LIRIO ASIT ROSA 070 CM HA 2/3 FLS       
02379.060.000.23.07;LIRIO ASIT ROSA 060 CM HA 2/3 FLS       
02378.080.000.23.03;LIRIO ASIT LARANJA 080 CM HA 2/3 FL     
02378.080.000.02.03;LIRIO ASIT LARANJA 080 CM HA MIN 2      
02378.070.000.02.03;LIRIO ASIT LARANJA 070 CM HA MIN 2      
02378.070.000.01.03;LIRIO ASIT LARANJA 070 CM HA MIN 1      
02378.060.000.23.03;LIRIO ASIT LARANJA 060 CM HA 2/3 FL     
02378.060.000.01.03;LIRIO ASIT LARANJA 060 CM HA MIN 1      
02378.070.000.23.03;LIRIO ASIT LARANJA 070 CM HA 2/3 FL     
02376.080.000.23.02;LIRIO ASIT AMARELO 080 CM HA 2/3 FL     
02376.070.000.23.02;LIRIO ASIT AMARELO 070 CM HA 2/3 FL     
02376.060.000.23.02;LIRIO ASIT AMARELO 060 CM HA 2/3 FL     
02376.060.000.01.02;LIRIO ASIT AMARELO 060 CM HA MIN 1      
02376.050.000.23.02;LIRIO ASIT AMARELO 050 CM HA 2/3 FL     
05016.080.000.00.08;LIMONIUM ROXO 080 CM                    
05016.070.000.00.08;LIMONIUM ROXO 070 CM                    
05016.060.000.00.08;LIMONIUM ROXO 060                       
05016.050.000.00.08;LIMONIUM ROXO 050 CM                    
02835.080.000.00.07;LIMONIUM ROSA 080 CM                    
02835.060.000.00.07;LIMONIUM ROSA 060 CM                    
02835.050.000.00.07;LIMONIUM ROSA 050 CM                    
05050.015.031.99.99;PHAL AZUL P15                           
05050.015.031.99.52;PHALAENOPSIS AZUL P15 2 H               
05050.012.031.99.99;PHAL PHAL AZUL P12                      
05050.012.031.99.52;PHAL P12 TINGIDA AZUL 2 HT              
05050.012.031.11.99;PHAL P12 TINGIDA AZUL 1HT               
01299.017.000.04.00;ANTHURIUM  VERMELHO P17                 
01299.012.000.04.00;ANTHURIUM VERMELHO P12                  
01299.010.000.04.00;ANTHURIUM  VERMELHO P10                 
04116.014.007.99.00;AMARYLLIS   ROSA 1HASTES P14            
04116.014.007.02.00;AMARYLLIS ROSA 2 HASTES  P14            
02375.014.004.99.00;AMARYLLIS VERMELHO 1 HASTE P14          
02375.014.004.02.00;AMARYLLIS VERMELHO 2HASTES P14          
04651.013.000.00.08;TULIPA ROXA P13                         
02637.221.000.00.04;TULIPA VERMELHA C21                     
02637.015.000.00.04;TULIPA VERMELHA  P15                    
02637.013.000.00.04;TULIPA VERMELHA P13                     
02637.012.000.00.04;TULIPA   VERMELHA P12                   
02589.013.000.00.03;TULIPA   LARANJA P13                    
02589.012.000.00.03;TULIPA  LARANJA P12                     
02523.015.000.00.02;TULIPA AMARELO P15                      
02523.013.000.00.02;TULIPA  AMARELO P13                     
02523.012.000.00.02;TULIPA  AMARELO P12                     
02841.999.000.91.04;TULIPA   VERMELHA COM BULBO             
02841.999.000.90.04;TULIPA  VERMELHA SEM BULBO              
02840.999.000.91.08;TULIPA  ROXO COM BULBO                  
02840.999.000.90.08;TULIPA ROXO SEM BULBO                   
02839.999.000.91.03;TULIPA  LARANJA COM BULBO               
02839.999.000.90.03;TULIPA LARANJA SEM BULBO                
02837.999.000.91.02;TULIPA  AMARELA COM BULBO               
02837.999.000.90.02;TULIPA AMARELO SEM BULBO                
05118.080.999.00.02;CRIS CALABRIA  AMARELO 080 CM           
05118.070.999.00.02;CRIS CALABRIA AMARELO 070 CM            
05118.060.999.00.02;CRIS CALABRIA  AMARELO 060 CM           
04247.070.020.00.20;ASTER LILAS PLUS 070 CM                 
04247.060.020.00.20;ASTER LILAS PLUS 60 CM                  
03851.080.020.00.20;ASTER D. LILAS PLUS 80 CM               
03851.070.020.00.20;ASTER D. LILAS PLUS 70 CM               
03851.060.020.00.20;ASTER D.LILAS 60 CM                     
03851.050.020.00.20;ASTER D. LILAS PLUS 50 CM               
01299.015.000.04.00;ANTHURIUM VERMELHO P15                  
05300.012.000.00.00;ANTHURIO RED WINNER P12                 
04694.015.000.03.00;ANTHURIUM MADURAL P15 LARANJA           
04694.017.000.03.00;ANTHURIUM MADURAL P17 LARANJA           
06458.090.000.23.10;LIRIO STRATOSPHERE 090 CM HT 2/3 FL     
06458.090.000.01.10;LIRIO STRATOSPHERE 090 CM HT MIN 1      
06458.080.000.23.10;LIRIO STRATOSPHERE 080 CM HT 2/3 FL     
06458.080.000.01.10;LIRIO STRATOSPHERE 080 CM HT MIN 1      
06458.070.000.23.10;LIRIO STRATOSPHERE 070 CM HT 2/3 FL     
06458.070.000.01.10;LIRIO STRATOSPHERE 070 CM HT MIN 1      
06458.060.000.23.10;LIRIO STRATOSPHERE 060 CM HT 2/3 FL     
06458.060.000.01.10;LIRIO STRATOSPHERE 060 CM HT MIN 1      
06458.050.000.23.10;LIRIO STRATOSPHERE 050 CM HT 2/3 FL     
06458.050.000.01.10;LIRIO STRATOSPHERE 050 CM HT MIN 1      
01168.012.004.02.00; AMARYLLIS P12 VERMELHO MIN 2 H         
01168.012.004.00.00; AMARYLLIS P12 VERMELHO                 
01168.012.007.02.00; AMARYLLIS P12 ROSA MIN 2 HT            
01168.012.007.00.00; AMARYLLIS P12 ROSA                     
01168.012.001.02.00; AMARYLLIS P12 BRANCO MIN 2 HT          
01168.012.001.00.00; AMARYLLIS P12 BRANCO                   
01168.012.015.02.00; AMARYLLIS P12 VARIADO MIN 2 HT         
01168.012.015.00.00; AMARYLLIS P12 VARIADO                  
06798.017.000.00.00;LAVANDULA ANGUSTIFOLIA FV               
01125.006.031.52.99;PHAL MINI AZUL                          
01125.006.031.99.99;PHAL MINI AZUL                          
01125.009.031.05.99;PHAL MINI AZUL                          
01125.009.031.52.99;PHAL P09 MINI 2H TINGIDA AZUL           
04062.459.000.15.00;ANTHURIUM MINI VASO BIODEGRADAVEL P09 VA
04062.459.000.04.00;ANTHURIUM MINI VASO BIODEGRADAVEL P09 VE
05509.459.000.00.00;PHALAENOPSIS MINI VASO BIODEGRADAVEL P09
05509.739.000.00.00;PHALAENOPSIS MINI VASO CERAMICA P09     
05509.736.000.00.00;PHALAENOPSIS MINI VASO CERAMICA P06     
05890.999.000.99.00;BUQUET    DELIRIO                       
05391.999.000.99.00;BUQUET AMOR PERFEITO                    
01516.999.000.99.00;BUQUE PRIMAVERA                         
01516.999.009.90.0 ;BUQUE PRIMAVERA                         
05509.006.001.00.00;PHAL MINI P06 COM IMA DECORADO          
01125.009.000.99.53;PHALAENOPSIS MINI P09 3 HT              
01125.009.000.99.52;PHALAENOPSIS MINI P09 2 HT              
01125.736.000.00.00;PHALAENOPSIS MINI VASO CERAMICA P06     
06726.090.000.45.03;LIRIO CAESARS PALACE 090 CM HT 4/5      
06726.090.000.35.03;LIRIO CAESARS PALACE 090 CM HT 3/5      
06726.090.000.34.03;LIRIO CAESARS PALACE 090 CM HT 3/4      
06726.090.000.24.03;LIRIO CAESARS PALACE 090 CM HT 2/4      
06726.090.000.23.03;LIRIO CAESARS PALACE 090 CM HT 2/3      
06726.090.000.02.03;LIRIO CAESARS PALACE 090 CM HT MIN      
06726.090.000.01.03;LIRIO CAESARS PALACE 090 CM HT MIN      
06726.080.000.56.03;LIRIO CAESARS PALACE 080 CM HT 5/6      
06726.080.000.45.03;LIRIO CAESARS PALACE 080 CM HT 4/5      
06726.080.000.35.03;LIRIO CAESARS PALACE 080 CM HT 3/5      
06726.080.000.34.03;LIRIO CAESARS PALACE 080 CM HT 3/4      
06726.080.000.24.03;LIRIO CAESARS PALACE 080 CM HT 2/4      
06726.080.000.23.03;LIRIO CAESARS PALACE 080 CM HT 2/3      
06726.080.000.02.03;LIRIO CAESARS PALACE 080 CM HT MIN      
06726.080.000.01.03;LIRIO CAESARS PALACE 080 CM HT MIN      
06726.070.000.56.03;LIRIO CAESARS PALACE 070 CM HT 5/6      
06726.070.000.35.03;LIRIO CAESARS PALACE 070 CM HT 3/5      
06726.070.000.34.03;LIRIO CAESARS PALACE 070 CM HT 3/4      
06726.070.000.24.03;LIRIO CAESARS PALACE 070 CM HT 2/4      
06726.070.000.23.03;LIRIO CAESARS PALACE 070 CM HT 2/3      
06726.070.000.02.03;LIRIO CAESARS PALACE 070 CM HT MIN      
06726.070.000.01.03;LIRIO CAESARS PALACE 070 CM HT MIN      
06726.060.000.35.03;LIRIO CAESARS PALACE 060 CM HT 3/5      
06726.060.000.34.03;LIRIO CAESARS PALACE 060 CM HT 3/4      
06726.060.000.24.03;LIRIO CAESARS PALACE 060 CM HT 2/4      
06726.060.000.23.03;LIRIO CAESARS PALACE 060 CM HT 2/3      
06726.060.000.02.03;LIRIO CAESARS PALACE 060 CM HT MIN      
06726.060.000.01.03;LIRIO CAESARS PALACE 060 CM HT MIN      
06726.050.000.56.03;LIRIO CAESARS PALACE 050 CM HT 5/6      
06726.050.000.45.03;LIRIO CAESARS PALACE 050 CM HT 4/5      
06726.050.000.35.03;LIRIO CAESARS PALACE 050 CM HT 3/5      
06726.050.000.34.03;LIRIO CAESARS PALACE 050 CM HT 3/4      
06726.050.000.24.03;LIRIO CAESARS PALACE 050 CM HT 2/4      
06726.050.000.23.03;LIRIO CAESARS PALACE 050 CM HT 2/3      
06726.050.000.02.03;LIRIO CAESARS PALACE 050 CM HT MIN      
06726.050.000.01.03;LIRIO CAESARS PALACE 050 CM HT MIN      
06726.040.000.35.03;LIRIO CAESARS PALACE 040 CM HT 3/5      
06726.040.000.34.03;LIRIO CAESARS PALACE 040 CM HT 3/4      
06726.040.000.24.03;LIRIO CAESARS PALACE 040 CM HT 2/4      
06726.040.000.23.03;LIRIO CAESARS PALACE 040 CM HT 2/3      
06726.040.000.02.03;LIRIO CAESARS PALACE 040 CM HT MIN      
06726.040.000.01.03;LIRIO CAESARS PALACE 040 CM HT MIN      
00593.030.000.00.01;ROSA VARIADA 030 CM ESTUFA              
00593.060.000.00.01;ROSA VARIADA 060 CM ESTUFA              
00593.040.000.00.01;ROSA VARIADA 040 CM ESTUFA              
00593.050.000.00.01;ROSA VARIADA 050 CM ESTUFA              
05269.012.000.03.00;ANTHURIUM PRINCE OF ORANGE P12 LARA     
06698.012.000.04.00;ANTHURIUM ALMERA P12 VERMELHO           
06699.012.000.04.00;ANTHURIUM BAMBINO RED P12 VERMELHO      
06700.012.000.01.00;ANTHURIUM ELIDO P12 BRANCO              
06642.015.000.07.00;ANTHURIUM CALIFORNIA P15 ROSA           
06641.015.000.01.00;ANTHURIUM MONTANA P15 BRANCO            
05269.015.000.00.00;ANTHURIUM PRINCE OF ORANGE P15          
04649.015.000.00.39;TULIPA ROSA CLARO PREMIUM               
03703.050.999.00.00;SANTINI MOONLIGHT 050 CM                
00693.999.000.90.38;TULIPA MESCLADO                         
00693.999.000.91.38;TULIPA  MESCLADO                        
05050.012.000.11.99;PHAL AZUL P12 MIN 11 FLS                
06417.070.500.00.35;LISIANTHUS NIGHTINGALE 070 CM MIN 5     
06417.060.500.00.35;LISIANTHUS NIGHTINGALE 060 CM MIN 5     
06417.050.500.00.35;LISIANTHUS NIGHTINGALE 050 CM MIN 5     
06417.040.500.00.35;LISIANTHUS NIGHTINGALE 040 CM MIN 5     
00004.999.000.00.00;CRASPEDIA                               
04214.090.000.34.00;LIRIO NOVA ZEMBLA 090 CM HT  FLS 3/4 FLS
04214.090.000.02.00;LIRIO NOVA ZEMBLA 090 CM HT MIN 2 F     
04214.090.000.01.00;LIRIO NOVA ZEMBLA 090 CM    HT MIN 1 F  
04214.090.000.23.00;LIRIO NOVA ZEMBLA 090CM HT 2/3 FLS      
02637.009.000.00.04;TULIPA VERMELHO P09                     
02636.009.000.00.00;TULIPA VARIADO P09                      
05010.090.000.23.00;LIRIO HONESTY 090 CM HT 2/3 FL          
05010.090.000.01.00;LIRIO HONESTY 090 CM HT MIN 1 FL        
06378.070.000.00.00;CARYOPTERIS PAGODA VARIADO 070 CM       
06378.060.000.00.00;CARYOPTERIS PAGODA VARIADO 060 CM       
06378.050.000.00.00;CARYOPTERIS PAGODA VARIADO 050 CM       
06378.040.000.00.00;CARYOPTERIS PAGODA VARIADO 040 CM       
00370.060.000.00.00;CARYOPTERIS PAGODA BLUSH 060 CM         
00370.050.000.00.00;CARYOPTERIS PAGODA BLUSH 050 CM         
00370.040.000.00.00;CARYOPTERIS PAGODA BLUSH 040 CM         
00346.070.000.00.00;CARYOPTERIS PAGODA LAGOON 070 CM        
00346.060.000.00.00;CARYOPTERIS PAGODA LAGOON 060 CM        
00346.050.000.00.00;CARYOPTERIS PAGODA LAGOON 050 CM        
00346.040.000.00.00;CARYOPTERIS PAGODA LAGOON 040 CM        
00727.019.000.00.00;DENPHALAEN P19                          
06648.090.000.56.02;LIRIO SCIPIONE 090 CM HT 5/6 FLS AM     
06648.090.000.45.02;LIRIO SCIPIONE 090 CM HT 4/5 FLS AM     
06648.090.000.35.02;LIRIO SCIPIONE 090 CM HT 3/5 FLS AM     
06648.090.000.34.02;LIRIO SCIPIONE 090 CM HT 3/4 FLS AM     
06648.090.000.24.02;LIRIO SCIPIONE 090 CM HT 2/4 FLS AM     
06648.090.000.23.02;LIRIO SCIPIONE 090 CM HT 2/3 FLS AM     
06648.090.000.02.02;LIRIO SCIPIONE 090 CM HT MIN 2 FLS      
06648.090.000.01.02;LIRIO SCIPIONE 090 CM HT MIN 1 FL A     
06648.080.000.56.02;LIRIO SCIPIONE 080 CM HT 5/6 FLS AM     
06648.080.000.45.02;LIRIO SCIPIONE 080 CM HT 4/5 FLS AM     
06648.080.000.35.02;LIRIO SCIPIONE 080 CM HT 3/5 FLS AM     
06648.080.000.34.02;LIRIO SCIPIONE 080 CM HT 3/4 FLS AM     
06648.080.000.24.02;LIRIO SCIPIONE 080 CM HT 2/4 FLS AM     
06648.080.000.23.02;LIRIO SCIPIONE 080 CM HT 2/3 FLS AM     
06648.080.000.02.02;LIRIO SCIPIONE 080 CM HT MIN 2 FLS      
06648.080.000.01.02;LIRIO SCIPIONE 080 CM HT MIN 1 FL A     
06648.070.000.56.02;LIRIO SCIPIONE 070 CM HT 5/6 FLS AM     
06648.070.000.45.02;LIRIO SCIPIONE 070 CM HT 4/5 FLS AM     
06648.070.000.35.02;LIRIO SCIPIONE 070 CM HT 3/5 FLS AM     
06648.070.000.34.02;LIRIO SCIPIONE 070 CM HT 3/4 FLS AM     
06648.070.000.24.02;LIRIO SCIPIONE 070 CM HT 2/4 FLS AM     
06648.070.000.23.02;LIRIO SCIPIONE 070 CM HT 2/3 FLS AM     
06648.070.000.02.02;LIRIO SCIPIONE 070 CM HT MIN 2 FLS      
06648.070.000.01.02;LIRIO SCIPIONE 070 CM HT MIN 1 FL A     
06648.060.000.56.02;LIRIO SCIPIONE 060 CM HT 5/6 FLS AM     
06648.060.000.45.02;LIRIO SCIPIONE 060 CM HT 4/5 FLS AM     
06648.060.000.35.02;LIRIO SCIPIONE 060 CM HT 3/5 FLS AM     
06648.060.000.34.02;LIRIO SCIPIONE 060 CM HT 3/4 FLS AM     
06648.060.000.24.02;LIRIO SCIPIONE 060 CM HT 2/4 FLS AM     
06648.060.000.23.02;LIRIO SCIPIONE 060 CM HT 2/3 FLS AM     
06648.060.000.02.02;LIRIO SCIPIONE 060 CM HT MIN 2 FLS      
06648.060.000.01.02;LIRIO SCIPIONE 060 CM HT MIN 1 FL A     
06648.050.000.56.02;LIRIO SCIPIONE 050 CM HT 5/6 FLS AM     
06648.050.000.45.02;LIRIO SCIPIONE 050 CM HT 4/5 FLS AM     
06648.050.000.35.02;LIRIO SCIPIONE 050 CM HT 3/5 FLS AM     
06648.050.000.34.02;LIRIO SCIPIONE 050 CM HT 3/4 FLS AM     
06648.050.000.24.02;LIRIO SCIPIONE 050 CM HT 2/4 FLS AM     
06648.050.000.23.02;LIRIO SCIPIONE 050 CM HT 2/3 FLS AM     
06648.050.000.02.02;LIRIO SCIPIONE 050 CM HT MIN 2 FLS      
06648.050.000.01.02;LIRIO SCIPIONE 050 CM HT MIN 1 FL A     
06648.040.000.56.02;LIRIO SCIPIONE 040 CM HT 5/6 FLS AM     
06648.040.000.45.02;LIRIO SCIPIONE 040 CM HT 4/5 FLS AM     
06648.040.000.35.02;LIRIO SCIPIONE 040 CM HT 3/5 FLS AM     
06648.040.000.34.02;LIRIO SCIPIONE 040 CM HT 3/4 FLS AM     
06648.040.000.24.02;LIRIO SCIPIONE 040 CM HT 2/4 FLS AM     
06648.040.000.23.02;LIRIO SCIPIONE 040 CM HT 2/3 FLS AM     
06648.040.000.02.02;LIRIO SCIPIONE 040 CM HT MIN 2 FLS      
06648.040.000.01.02;LIRIO SCIPIONE 040 CM HT MIN 1 FL A     
06600.012.000.03.00;ANTURIO SOLARA P12 LARANJA              
00725.009.000.00.00;DENDROBIUM NOBILY P09                   
06643.015.000.07.00;ANTHURIUM RAINBOW CHAMPION P15 ROSA     
06642.017.000.07.00;ANTHURIUM CALIFORNIA P17 ROSA           
06641.017.000.01.00;ANTHURIUM MONTANA P17 BRANCO            
01291.015.000.00.00;ANTHURIO SWEET DREAM P15                
01291.012.000.00.00;ANTHURIO SWEET DREAM P12                
06646.060.000.01.01;LIRIO FOREVER 060 CM HT MIN 1 FL BR     
06646.090.000.56.01;LIRIO FOREVER 090 CM HT 5/6 FLS BRA     
06646.090.000.45.01;LIRIO FOREVER 090 CM HT 4/5 FLS BRA     
06646.090.000.35.01;LIRIO FOREVER 090 CM HT 3/5 FLS BRA     
06646.090.000.34.01;LIRIO FOREVER 090 CM HT 3/4 FLS BRA     
06646.090.000.24.01;LIRIO FOREVER 090 CM HT 2/4 FLS BRA     
06646.090.000.23.01;LIRIO FOREVER 090 CM HT 2/3 FLS BRA     
06646.090.000.01.01;LIRIO FOREVER 090 CM HT MIN 1 FL BR     
06646.080.000.45.01;LIRIO FOREVER 080 CM HT 4/5 FLS BRA     
06646.080.000.35.01;LIRIO FOREVER 080 CM HT 3/5 FLS BRA     
06646.080.000.34.01;LIRIO FOREVER 080 CM HT 3/4 FLS BRA     
06646.080.000.24.01;LIRIO FOREVER 080 CM HT 2/4 FLS BRA     
06646.080.000.23.01;LIRIO FOREVER 080 CM HT 2/3 FLS BRA     
06646.080.000.02.01;LIRIO FOREVER 080 CM HT MIN 2 FLS B     
06646.080.000.01.01;LIRIO FOREVER 080 CM HT MIN 1 FL BR     
06646.070.000.56.01;LIRIO FOREVER 070 CM HT 5/6 FLS BRA     
06646.070.000.45.01;LIRIO FOREVER 070 CM HT 4/5 FLS BRA     
06646.070.000.35.01;LIRIO FOREVER 070 CM HT 3/5 FLS BRA     
06646.070.000.34.01;LIRIO FOREVER 070 CM HT 3/4 FLS BRA     
06646.070.000.24.01;LIRIO FOREVER 070 CM HT 2/4 FLS BRA     
06646.070.000.23.01;LIRIO FOREVER 070 CM HT 2/3 FLS BRA     
06646.070.000.02.01;LIRIO FOREVER 070 CM HT MIN 2 FLS B     
06646.070.000.01.01;LIRIO FOREVER 070 CM HT MIN 1 FL BR     
06646.060.000.56.01;LIRIO FOREVER 060 CM HT 5/6 FLS BRA     
06646.060.000.45.01;LIRIO FOREVER 060 CM HT 4/5 FLS BRA     
06646.060.000.35.01;LIRIO FOREVER 060 CM HT 3/5 FLS BRA     
06646.060.000.34.01;LIRIO FOREVER 060 CM HT 3/4 FLS BRA     
06646.060.000.24.01;LIRIO FOREVER 060 CM HT 2/4 FLS BRA     
06646.060.000.23.01;LIRIO FOREVER 060 CM HT 2/3 FLS BRA     
06646.060.000.02.01;LIRIO FOREVER 060 CM HT MIN 2 FLS B     
06646.050.000.56.01;LIRIO FOREVER 050 CM HT 5/6 FLS BRA     
06646.050.000.45.01;LIRIO FOREVER 050 CM HT 4/5 FLS BRA     
06646.050.000.35.01;LIRIO FOREVER 050 CM HT 3/5 FLS BRA     
06646.050.000.34.01;LIRIO FOREVER 050 CM HT 3/4 FLS BRA     
06646.050.000.24.01;LIRIO FOREVER 050 CM HT 2/4 FLS BRA     
06646.050.000.23.01;LIRIO FOREVER 050 CM HT 2/3 FLS BRA     
06646.050.000.02.01;LIRIO FOREVER 050 CM HT MIN 2 FLS B     
06646.050.000.01.01;LIRIO FOREVER 050 CM HT MIN 1 FL BR     
06646.040.000.45.01;LIRIO FOREVER 040 CM HT 4/5 FLS BRA     
06646.040.000.35.01;LIRIO FOREVER 040 CM HT 3/5 FLS BRA     
06646.040.000.34.01;LIRIO FOREVER 040 CM HT 3/4 FLS BRA     
06646.040.000.24.01;LIRIO FOREVER 040 CM HT 2/4 FLS BRA     
06646.040.000.23.01;LIRIO FOREVER 040 CM HT 2/3 FLS BRA     
06646.040.000.02.01;LIRIO FOREVER 040 CM HT MIN 2 FLS B     
06646.040.000.01.01;LIRIO FOREVER 040 CM HT MIN 1 FL BR     
05996.090.000.56.00;LIRIO JOOP 090 CM HT 5/6 FLS            
05996.090.000.45.00;LIRIO JOOP 090 CM HT 4/5 FLS            
05996.090.000.35.00;LIRIO JOOP 090 CM HT 3/5 FLS            
05996.090.000.34.00;LIRIO JOOP 090 CM HT 3/4 FLS            
05996.090.000.24.00;LIRIO JOOP 090 CM HT 2/4 FLS            
05996.090.000.23.00;LIRIO JOOP 090 CM HT 2/3 FLS            
05996.090.000.02.00;LIRIO JOOP 090 CM HT MIN 2 FLS          
05996.090.000.01.00;LIRIO JOOP 090 CM HT MIN 1 FL           
05996.080.000.56.00;LIRIO JOOP 080 CM HT 5/6 FLS            
05996.080.000.45.00;LIRIO JOOP 080 CM HT 4/5 FLS            
05996.080.000.35.00;LIRIO JOOP 080 CM HT 3/5 FLS            
05996.080.000.34.00;LIRIO JOOP 080 CM HT 3/4 FLS            
05996.080.000.24.00;LIRIO JOOP 080 CM HT 2/4 FLS            
05996.080.000.23.00;LIRIO JOOP 080 CM HT 2/3 FLS            
05996.080.000.02.00;LIRIO JOOP 080 CM HT MIN 2 FLS          
05996.080.000.01.00;LIRIO JOOP 080 CM HT MIN 1 FL           
05996.070.000.56.00;LIRIO JOOP 070 CM HT 5/6 FLS            
05996.070.000.45.00;LIRIO JOOP 070 CM HT 4/5 FLS            
05996.070.000.35.00;LIRIO JOOP 070 CM HT 3/5 FLS            
05996.070.000.34.00;LIRIO JOOP 070 CM HT 3/4 FLS            
05996.070.000.24.00;LIRIO JOOP 070 CM HT 2/4 FLS            
05996.070.000.23.00;LIRIO JOOP 070 CM HT 2/3 FLS            
05996.070.000.02.00;LIRIO JOOP 070 CM HT MIN 2 FLS          
05996.070.000.01.00;LIRIO JOOP 070 CM HT MIN 1 FL           
05996.060.000.56.00;LIRIO JOOP 060 CM HT 5/6 FLS            
05996.060.000.45.00;LIRIO JOOP 060 CM HT 4/5 FLS            
05996.060.000.35.00;LIRIO JOOP 060 CM HT 3/5 FLS            
05996.060.000.34.00;LIRIO JOOP 060 CM HT 3/4 FLS            
05996.060.000.24.00;LIRIO JOOP 060 CM HT 2/4 FLS            
05996.060.000.23.00;LIRIO JOOP 060 CM HT 2/3 FLS            
05996.060.000.02.00;LIRIO JOOP 060 CM HT MIN 2 FLS          
05996.060.000.01.00;LIRIO JOOP 060 CM HT MIN 1 FL           
05996.050.000.56.00;LIRIO JOOP 050 CM HT 5/6 FLS            
05996.050.000.45.00;LIRIO JOOP 050 CM HT 4/5 FLS            
05996.050.000.35.00;LIRIO JOOP 050 CM HT 3/5 FLS            
